Nom_Hotel,Adresse,Site_Web,Domaine,LinkedIn_Company,Source_LinkedIn,Email_Trouve,Type_Email,Nom_Associe
Mooreana Spa,104 Av. Jean Moulin 78170 La Celle-Saint-Cloud France,http://mooreana.fr/,mooreana.fr,,,contact@mooreana.fr,Générique,
Spa Guerlain,1 Bd de la Reine 78000 Versailles France,https://www.waldorfastoriaversailles.fr/spa-fitness/spa-guerlain/,waldorfastoriaversailles.fr,,,,,
Spa L'orée des bois,16 rés la cour du Château de Montlieu 16 78125 Émancé France,https://www.spaloreedesbois.com/?utm_source=gmb,spaloreedesbois.com,,,,,
L Esprit Des Sens,30 bis Rue du Vieil Abreuvoir 78100 Saint-Germain-en-Laye France,https://lespritdessens.com/fr/?utm_source=gmb,lespritdessens.com,,,,,
Spa Les Bains de Corot - proche Versailles,55 Rue de Versailles 92410 Ville-d'Avray France,https://www.lesbainsdecorot.com/,lesbainsdecorot.com,,,,,
"LAGOA SPA, Institut de bien-être & Spa à Troyes",36 Rue des Philippats 10800 Saint-Julien-les-Villas France,http://www.lagoa-spa.fr/,lagoa-spa.fr,,,,,
O'Val SPA,Le Val Moret 22 Rue du Maréchal Leclerc C.D. 443 - Autoroute A5 – Sortie 10110 Magnant France,https://www.le-val-moret.com/o-val-spa-piscine-couverte-hotel-aube.html,le-val-moret.com,,,,,
SPA Nuxe Troyes,3 Rue Raymond Poincaré 10000 Troyes France,http://spa-troyes.com/,spa-troyes.com,,,nuxe@spa-troyes.com,Nominatif,Spa Nuxe
SPA Thalgo l'Orée du Bois,Domaine de la Foret d'Orient 5 Rte de Geraudot 10220 Rouilly-Sacey France,https://www.domaine-foret-orient.com/spa-hotel-restaurant-spa-troyes-rouilly-sacey,domaine-foret-orient.com,,,,,
Esprit de Spa by M,64 Rue du Général Leclerc 14800 Deauville France,http://www.spa-deauville.com/,spa-deauville.com,,,,,
Bien-Etre & Confort,5 Av. de la Stèle Za 14740 Thue et Mue France,https://www.bienetreconfort.fr/,bienetreconfort.fr,,,contact@bienetreconfort.com,Générique,Stèle Espace
Spa Algotherm - Houlgate,1 Rue Charles Sevestre 14510 Houlgate France,https://www.algotherm.com/at_fr/spa-houlgate,algotherm.com,,,,,
L'atypique SPA | Massages - Piscine - Jacuzzi - Hammam - Sauna,55 Rue du Commandant Berge 77100 Meaux France,https://latypiquespa.com/,latypiquespa.com,,,,,
Rosso Institut Privé,40 Avenue du Maréchal 08000 Charleville-Mézières France,http://spa-celinie.com/,spa-celinie.com,,,,,
SPA CÉLINIE - Maison de bien-être Warcq,7 Prom. des Remparts 08000 Warcq France,https://www.planity.com/spa-celinie-08000-warcq,planity.com,,,,,
Matéa Bien-être & Spa,106 Av. Pasteur 08300 Lucquy France,https://www.mateabienetre.fr/,mateabienetre.fr,,,,,
Belaora Spa,7 Rue du Pilori 08260 Champlin France,http://belaora.fr/,belaora.fr,,,,,
"ESPACE BIEN ÊTRE - SPA, Sauna, Massage",6 Le Champ Fercot RUE DU 02320 Cessières-Suzy France,https://www.etangsdumoulin.fr/47-spa-massage-sauna,etangsdumoulin.fr,,,contact@etangsdumoulin.fr,Générique,
Rêves d'eau,13 Rue du Commerce 02160 Bourg-et-Comin France,https://www.reves-deau.fr/,reves-deau.fr,,,,,
La Séduisante,02230 Fresnoy-le-Grand France,http://laseduisante-spa.com/,laseduisante-spa.com,,,,,
Spa Center Parcs Le Lac d'Ailette,1 Parc Nautique de L'Ailette 02860 Chamouille France,https://www.centerparcs.fr/fr-fr/france/fp_LA_vacances-domaine-le-lac-d-ailette/spa-deep-nature?utm_source=google&utm_medium=Maps&utm_campaign=Maps_FR_Le_Lac_d_Ailette,centerparcs.fr,,,,,
Spa Deep Nature - Domaine Le Lac d'Ailette,1 Parc Nautique de l'Ailette 02860 Chamouille France,https://www.deepnature.fr/dn_fr/center-parcs-domaine-du-lac-ailette,deepnature.fr,,,,,
Carré Zen Spa & Massages ?,10 Rue Principale 08190 Le Thour France,https://www.carrezen-spaprivatif.fr/,carrezen-spaprivatif.fr,,,,,
EN QUÊTE DE SOI Sophrologie et massages-bien-être intuitifs Salon Lunch & Spa,14 Rue Claude Debussy 02200 Mercin-et-Vaux France,http://www.massagebienetre-soissons.fr/,massagebienetre-soissons.fr,,,contact@massagebienetre-soissons.fr,Générique,
un moment pour soi a la ferme du bois,1 Le Bois Bernier 59440 Saint-Hilaire-sur-Helpe France,https://www.facebook.com/pages/category/Beauty--Cosmetic---Personal-Care/Un-moment-pour-soi-a-la-ferme-du-bois-113517073756332/,facebook.com,,,,,
Head Spa L'art du bien-être,41 Gr Grand Rue 08440 Ville-sur-Lumes France,https://www.instagram.com/head_spa_lart_du_bien_etre?igsh=bWgzb3Y2dWM3eXdx,instagram.com,,,,,
Lagoona Spa,186 Rte d'Avesnes 59720 Louvroil France,http://www.lagoona-spa.com/,lagoona-spa.com,,,contact@lagoona-spa.com,Générique,
DBL SPA et BIEN-ÊTRE :Drainage By Lu | Spa Servian - Pezenas,Domaine la marceille basse 34290 Servian France,https://www.dblspaetbienetre.fr/,dblspaetbienetre.fr,,,,,
Infinity SPA,112 Rte d'Aigues-Vives 30420 Calvisson France,https://villaoccitana.com/le-spa/,villaoccitana.com,,,,,
Le Lagon,Rue de Nivern Bihan 22300 Lannion France,https://www.le-lagon-spa.com/,le-lagon-spa.com,,,,,
Spa L'Agapa by CODAGE,12 Rue des Bons Enfants 22700 Perros-Guirec France,https://www.lagapa.com/spa,lagapa.com,,,reservation@lagapa.com,Générique,
"Baby Isis Spa - Massage bébé, enfant et Prénatal",44 bis Rue de Rennes 22360 Langueux France,https://www.babyisisspa.fr/,babyisisspa.fr,,,,,
Sérénité Basque - Spa Privatif & Soins - Gîtes,236 Ukuteko Bidea 64250 Ainhoa France,https://www.serenitebasque.com/,serenitebasque.com,,,,,
Spa Talaia by Cinq Mondes,1 Carr d'Hélianthe 64200 Biarritz France,https://www.planity.com/le-talaia-hotel-spa-5-mondes-biarritz-64200,planity.com,,,,,
Spa Labenne Dune & Eau - Landes,59 Av. de l'Océan 40530 Labenne France,https://www.duneeteau.fr/,duneeteau.fr,,,,,
Oppo'Calm - Spa Pays basque,303 Karrika Nagusia 64250 Ainhoa France,https://maisonoppoca.com/spa-pays-basque/,maisonoppoca.com,,,contact@maisonoppoca.com,Générique,
Spa Nuxe,58 Av. Edouard VII 64200 Biarritz France,https://book.pure-informatique.com/Categories.php?locationID=51723&sid=dknsdg065hp2fme7spap1tj7pn,book.pure-informatique.com,,,,,
Thalassothérapie Thalazur Saint-Jean-de-Luz,Pl. Maurice Ravel 64500 Saint-Jean-de-Luz France,https://www.thalazur.fr/saint-jean-de-luz/thalasso/,thalazur.fr,https://www.linkedin.com/company/thalazur,Site propre (page d'accueil),inforeservation@thalazur.fr,Nominatif,
Mayenne SPA,48 Bd Lucien de Montigny 53100 Mayenne France,https://www.institut-bien-etre-et-beaute.com/contact/,institut-bien-etre-et-beaute.com,,,,,
UN INSTANT AU SPA,Bd des Grands Bouessays 53960 Bonchamp-lès-Laval France,http://www.uninstantauspa.com/,uninstantauspa.com,,,,,
Spa des thermes,9 Rue du Moulin de la Roche 53260 Entrammes France,http://www.lespadesthermes.fr/,lespadesthermes.fr,,,,,
L'orée du Spa,Rue de Brou 28800 Flacey France,http://www.loree-du-spa.com/,loree-du-spa.com,,,contact@loree-du-spa.com,Générique,
Le Paradis Du Bien Etre,100 Chem. de la Chapelle 42300 Villerest France,http://www.leparadisdubienetre.fr/,leparadisdubienetre.fr,,,,,
Espace Bien-être La Charpinière,8 La Charpinière 8 allée 42330 Saint-Galmier France,http://espacebienetre.lacharpiniere.com/,espacebienetre.lacharpiniere.com,,,,,
Les Iléades,362 Rue du Geyser 42210 Montrond-les-Bains France,https://lesileades.com/,lesileades.com,,,contact@lesileades.com,Générique,Les Iléades
Spa Domaine du Moulin Cavier,Hotel le Cavier 2 Rte nationale 162 49240 Avrillé France,https://www.hotelmoulincavier.com/spa-detente-hotel-proche-angers,hotelmoulincavier.com,,,hotel@hotelmoulincavier.com,Nominatif,Moulin Cavier
Le Bien Être de Loire&Sens,11 Chem. du Bois Guillou 49610 Les Garennes sur Loire France,https://loireetsens.com/fr/spa.html,loireetsens.com,,,,,
Spa Loiseau des Sens,2 Av. Bernard Loiseau 21210 Saulieu France,https://www.bernard-loiseau.com/fr/maisons/villa-loiseau-des-sens/spa-villa-loiseau-des-sens.html,bernard-loiseau.com,,,contact@bernard-loiseau.com,Générique,Loyalty Program
Spa Avenue Reims,1 Rue des Blancs Fossés 51370 Ormes France,https://spa-avenue.fr/reims,spa-avenue.fr,,,,,
SPA Reims,4 Rue de la Garenne 51370 Champigny France,http://www.spareims.fr/,spareims.fr,https://www.linkedin.com/company/spa-reims,Site propre (page d'accueil),contact@spareims.fr,Générique,
L'institut de beauté spa,47 Rue Louis Pasteur 51100 Reims France,https://linstitutdebeautespa.fr/,linstitutdebeautespa.fr,,,,,
"Spa Océan Île de Ré, La Couarde-sur-Mer",50 Rte d'Ars 17670 La Couarde-sur-Mer France,http://www.spa-ile-de-re.com/,spa-ile-de-re.com,,,,,
Le Paradis Du Spa®?,764 A Av. de l'Europe 50400 Yquelon France,https://www.paradisduspa.fr/,paradisduspa.fr,,,,,
L'instant Spa,14 Lices Georges Pompidou 81000 Albi France,https://www.linstantspa.fr/,linstantspa.fr,,,,,
Les Sens Du Spa,1 Rue Général Pont 81000 Albi France,http://www.lessensduspa.com/,lessensduspa.com,,,,,
SandrO Spa,27 Rue des Minimes 72000 Le Mans France,https://www.sandro-spa.com/fr/?utm_source=MyBusiness,sandro-spa.com,,,,,
Maison Raphaël Perrier Spa,La Visitation 1 C Rue Gambetta 72000 Le Mans France,https://maisonraphaelperrier.com/,maisonraphaelperrier.com,,,,,
Spa Bien-être Domaine de la Dombes,941 Verfey 01240 Saint-Paul-de-Varax France,https://domainedeladombes.com/activites/spa-espace-bien-etre/,domainedeladombes.com,https://www.linkedin.com/company/domaine-de-la-dombes,Site propre (page d'accueil),,,
Espace bien-être de la Praille,Rte du Col de la Rochette 01110 Plateau d'Hauteville France,https://www.hautbugey-tourisme.com/equipement/espace-bien-etre/,hautbugey-tourisme.com,https://www.linkedin.com/company/office-de-tourisme-haut-bugey,Site propre (page d'accueil),info@hautbugey-tourisme.com,Générique,
Spa La Coupole,11 Rue du Soldat Bellon Antoine 83400 Hyères France,https://www.spacoupole-hyeres.com/,spacoupole-hyeres.com,,,,,
Spa de la joie de vivre,320 Bd de la Joie de Vivre 83400 Hyères France,https://www.spa-la-joie-de-vivre.com/,spa-la-joie-de-vivre.com,,,,,
Aphrodite Spa,1737 Rte de la Madrague 83400 Hyères France,http://www.aphroditespa.fr/?utm_source=gmb,aphroditespa.fr,,,,,
