Nom de l'établissement	Adresse	Site Web	Status
Hôtel Liberata & Spa	Bd Charles-Marie Savelli 20220 L'Île-Rousse France	http://www.hotel-liberata.fr/	
Hôtel Casa Rossa & Spa	Bd Pierre Pasquini 20220 L'Île-Rousse France	https://www.hotel-casarossa.com/	
Hôtel Restaurant La Pietra & Spa	Chemin du Phare 20220 L'Île-Rousse France	http://www.hotel-lapietra.com/	
Hôtel Marinca & Spa	domaine 20113 Olmeto France	http://www.hotel-marinca.com/	
Les Regalia Hôtel & Spa	Sainte Lucie de Strada di Pinarello 20144 Porto-Vecchio France	https://www.lesregalia.com/	
Best Western Plus Crystal, Hôtel, Bar & Spa	5 Rue Chanzy 54000 Nancy France	http://www.bestwestern-hotel-crystal.com/	
Balthazar Hôtel & Spa	19 Rue Maréchal Joffre 35000 Rennes France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9170&merchantid=seo-maps-FR-9170&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjAyMTgtNzE1LWxvY2F0aW9uLndlYnNpdGU=	
La Reposée - Hôtel, Restaurant, Spa	1 La Reposée 35340 Liffré France	https://lareposee.fr/	
LeCoq-Gadby Hôtel & Spa	156 Rue d'Antrain 35000 Rennes France	http://www.lecoq-gadby.com/?utm_campaign=uberall&utm_source=googlelisting&utm_medium=organic	
Suites 47 SPA	23 Rue de Blaincourt 60460 Précy-sur-Oise France	https://suites47spa.fr/	
Carnac Lodge Hotel & Spa	Lieu-dit Kerhueno 56340 Plouharnel France	http://www.carnaclodge.com/?utm_source=google&utm_medium=organic&utm_campaign=gtm	
La Bulle d'Etel, chambres & Spa	9 Pl. de l'Entrepôt 56410 Étel France	http://www.labulledetel.com/	
Hôtel Le Diana & SPA	21 Bd de la Plage 56340 Carnac France	http://www.lediana.com/	
Hôtel Édenia & Spa	12 Bd de la Plage 56340 Carnac France	https://www.hotel-edenia-carnac.fr/	
Domaine de Vaufleury - Maisons d'hôtes et Spa	Vaufleury 969 route de la Bigaterie 49500 Segré-en-Anjou Bleu France		
Chambre d'Hôtes Côté rivière & Spa	24 Rue des Vignes 49220 Grez-Neuville France	http://www.cote-riviere.com/	
Le Cornouaille Hôtel & Spa	62 Av. de la Plage 29950 Bénodet France	http://www.le-cornouaille-hotel.com/	
Radisson Blu Grand Hotel & Spa, Malo-les-Bains	4-8 Rue Marcel Sailly 59140 Dunkerque France	https://www.radissonhotels.com/en-us/hotels/radisson-blu-malo-les-bains?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:ukirwe+h:FRMLBHSP	
Ô Chambres d'Hôtes & spa	366 Rue de l'Aven Rd 17 59279 Craywick France	https://www.o-chambres-dhotes-nord.fr/	
Aby'Dream Gite Spa	155 Rue du Pantgat Voie communale 7 59470 Eringhem France		
Le Clos Saint Vincent 5 Chambres d'hôtes/Gite & SPA	434 Rue du Bois 76460 Manneville-ès-Plains France	https://www.le-clos-saint-vincent.com/	
Gites o fil de l'eau, chambres d'hôtes, Hôtel, location d'appartements, avec piscine et spa	20236 Omessa France	https://gites-omessa-haute-corse.fr/	
Clos du Riez - Suites & SPA	8 Rue Riez Bailleul 59253 La Gorgue France	https://www.closduriez.fr/	
Julia Spa	21 Rue de Thiant 59198 Haspres France	http://juliaspa.fr/	
Auberge Saint Walfrid Hôtel Restaurant & Spa	58 Rue de Grosbliederstroff 57200 Sarreguemines France	https://www.stwalfrid.fr/de/	
AppartHôtel Elite Spa	42 Rue Nationale 57600 Forbach France	https://www.hotelelitespa.com/	
L'Escale Bien-Être & SPA	4 Rue de la Mer 62179 Escalles France	https://www.planity.com/hotel-lescale-piscine-spa-cap-blanc-nez-62179-escalles	
La Maison Blanche Appart/hôtel & Spa	2399 D940 62231 Sangatte France	http://www.maisonblanchelocations.com/	
SEVENLINE Aparthotel - Work & Spa	334 Av. de Grande Bretagne 31300 Toulouse France	https://sevenline.fr/	
Château de Fiac Hôtel & Spa	51 Rue Chaminade 81500 Fiac France	https://www.chateaudefiac.com/	
Camping Ariège Domaine de la Besse & SPA	Besse de Naout 09500 Camon France	https://www.camping-labesse.com/	
Aux Trois Chênes - Lodges et spas	4340 Rte de Bouydou 46090 Mercuès France	https://www.auxtroischenes.com/	
Hôtel Le Rive Droite & Spa	22 Av. Peyramale 65100 Lourdes France	http://www.hotel-lerivedroite.com/	
So Wood 33 ÉcoLodge & Spa	Domaine des Bois de Cabiros Rue du Four à Pain 33720 Landiras France	http://www.sowood33.com/	
La Grande Roche - Hôtel, Spa, Boutique & Restaurant	105 81600 Broze France	https://chateaulecusse.fr/hotel	
FACE A LA MER - Hôtel & Spa	42 Bd Wattier 14810 Merville-Franceville-Plage France	http://hotel-facealamer.fr/	
Les Pertuis Rochelais Maison d'Hôtes Gîte & SPA	43 Rue de Chagnolet 17180 Périgny France	http://www.les-pertuis-rochelais.fr/?utm_source=gmb	
Athome Résidence & Spa	33 Av. du Dr Daniel Planet 17000 La Rochelle France	https://athomeresidence.fr/?utm_source=google&utm_medium=gmb&utm_campaign=suivi-gmb	
Cabanes Châteaux Peydébé & Spa	Le Monteil 43100 Vieille-Brioude France	https://www.cabanes-peydebe.fr/	
Indarra - Hôtel & Spa	1 Rte de Saint-Pée 64210 Arbonne France	https://hotelindarra.com/?utm_source=gmb&utm_medium=organic	
L'ermitage Grand Bois: Chambre d'hôtes et Gîte de groupe avec piscine et spa, évènement, Séjour Bien-être, Drôme Provençale	Col de Boutière 26460 Le Poët-Célard France	https://www.legrandbois.fr/	
Domaine de Chabanne : Chambres D'hôtes, avec piscine, salle de fitness, espace bien-être et spa, Drôme Provençale	425 Chem. de Chabanne 26460 Crupies France	https://www.domainedechabanne.fr/	
Château de Floure - Hôtel, restaurant, SPA, piscine extérieure chauffée	1 Rue du Château 11800 Floure France	http://www.chateau-de-floure.com/	
Villa Roubia Hotel & Spa	2 Rue de la Font d'Agnés 11200 Roubia France	https://www.villaroubia.com/	
Château du Palanquey & Spa	Château du Palanquey 538 Quatre Rieux Route des 33350 Sainte-Colombe France	http://www.chateaudupalanquey.com/	
CAPMASIL Maison d'Hôtes & Spa	1288 ROUTE DU PLATEAU CORDAIS 81640 Virac France	https://www.capmasil.fr/	
A l'Orée du Parc : Chambres Table d'hôtes, piscine, espace bien-être spa, Fitness, cinéma, jeux | Auvergne Puy-de-Dôme	9 Gandichoux Lieu dit 63640 Saint-Priest-des-Champs France	http://www.aloreeduparc-auvergne.com/	
Les Chalets de Chanteloube - Chalets insolites & spas	Baie de 344 chemin du Sous Bois 05230 Chorges France	https://www.leschaletsdechanteloube.com/	
Logis Hôtel les Autanes & Spa	53 rue du clocher Le Village 05260 Ancelle France	https://www.logishotels.com/fr/hotel/-13888?partid=1535	
La Villa Duflot Perpignan Hôtel & Spa	Avenue Charles Deperet Rdpt Albert Donnezan 66000 Perpignan France	https://www.villa-duflot.com/	
Oz'Inn Hôtel & Spa	7 Rue des Nereides 34300 Agde France	http://oz-inn-hotel.com/	
ELEGANCE & SPA	15 Av. Jean Moulin 34290 Montblanc France	http://eleganceetspa.fr/	
Garrigae Distillerie de Pézenas - Hôtellerie et Spa	6 Rue Calquières Hautes 34120 Pézenas France	https://garrigae.fr/etablissements/distillerie-de-pezenas/	
Résidence Natureva Spa	Cap d Village Naturiste 1 Rdpt du Bagnas 34300 Agde France	http://www.natureva-spa.com/	
Au2 Maison d'Hôtes - Spa	2 Rue Marcel Dassault 60480 Muidorge France	https://au2-maisondhotes.com/	
Chambres d'Hôtes, Le 49 Côté Parc & SPA	49 Rue de la Belgique 39210 Domblans France	https://www.le49-chambredhote.fr/	
Chalet-Hôtel La Marmotte, La Tapiaz & SPA, The Originals Relais	61 Rue du Chêne 74260 Les Gets France	https://www.hotel-marmotte.com/?utm_source=google&utm_medium=organic&utm_campaign=fiche	
Chamois d'Or Hotel & Spa	826 Rue du Ctre 74260 Les Gets France	https://www.hotel-lesgets.com/	
CGH Résidences & Spas - Le Hameau du Beaufortain	Rte du Mont Bisanne 73620 Hauteluce France	https://www.cgh-residences.com/hiver/residences/le-hameau-du-beaufortain-23?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Altezza Arc 1800 Hôtel & Spa	430 Mnt de Charmettoger 73700 Bourg-Saint-Maurice France	https://www.altezzahotel.com/	
Le Clos Saint-Martin Hôtel & Spa	87 Cr Pasteur 17410 Saint-Martin-de-Ré France	https://www.le-clos-saint-martin.com/	
L'Orée des Bois - Location Gîte & Spa, Sauna, Institut de beauté et Bien-Être - Ardèche du sud	07600 Labastide-sur-Bésorgues France	http://www.loreedesbois-ardeche.com/	
La Ferme de Beauregard - Gîtes & Spa- Ardèche, Lanarce	Beauregard 07660 Lanarce France	http://www.lafermebeauregardspa.com/	
Mercure Avignon TGV Hotel et Spa	2 Rue Mère Térésa 84000 Avignon France	https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B6F6&merchantid=seo-maps-FR-B6F6&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps	
La Divine Comédie Demeure Privée & SPA	16 Imp. Jean Pierre Gras 84000 Avignon France	https://www.la-divine-comedie.com/	
BE LOFT bnb pool and spa	15 Av. de l'Arrousaire 84000 Avignon France	http://www.beloft-provence.com/	
l'Ostal - Chambres d'hôtes - SPA	2A Rue de l'Arceau 30210 Saint-Hilaire-d'Ozilhan France	https://www.l-ostal.eu/	
Maison Dada & SPA	19 Bd des Remparts 19500 Meyssac France	https://maison-dada.com/	
NIDS en PERIGORD cabane perchée avec spa	120 Imp. de la Noyeraie 24590 Saint-Geniès France		
Les Hauts de Bagadou | Romantique, nature & spa	Bagadou Haut 46600 Martel France	https://www.leshautsdebagadou.fr/	
Village Vacances Château de Termes, Gîtes, piscine chauffée, spa, sauna, Vallée de la Dordogne, Rocamadour, Martel, Lot,	Château De Termes 340 Les Termes 338 46600 Saint-Denis-lès-Martel France	https://www.chateau-de-termes.com/	
Gite du Poumatou en Dordogne avec SPA	289 Imp. du Poumatou 24120 La Dornac France	https://gitepoumatou.fr/	
Les Piscines du Sud Est, construction piscine & spas Lyon (Rhône 69) & Vienne (Isère 38)	1526 Av. Prte des Alpes 38780 Estrablin France	http://www.piscines-sud-est.com/	
Domaine de la Baie de Somme - Suites, lofts & Spa	270 Chem. Guillaume Obry 80410 Cayeux-sur-Mer France	https://domainedelabaiedesomme.fr/?utm_source=gmb	
HAPPY SPA	9 Rue Happé Garbe 62530 Gouy-Servins France	http://www.happyspa.fr/	
AVEC TOI suite spa	13 Rue des Carrières 62620 Barlin France	https://www.facebook.com/groups/1008044923254279/?ref=share	
Vue Mer : Chambres & Spa	52 Bd de la Manche 62155 Merlimont France	http://www.vuemer-chambresetspa.fr/	
Hôtel Régina & Spa	40 Rue de Lhomel 62600 Berck France	http://www.hotelreginaberck.com/	
Château d'Artigny & Spa	Château d'Artigny 92 Rue de Monts 37250 Montbazon France	https://www.chateauartigny.com/	
Logis Hôtel-Restaurant Au Vieux Morvan, au cœur de la Bourgogne, Piscine & Spa, Hôtel Climatisé	8 Pl. Gudin 58120 Château-Chinon (Ville) France	https://www.auvieuxmorvan.com/	
La Sauvageonne Chambres d'hôtes de charme, Gîtes, Piscine, Spa, Table d'hôtes - proche de Blaye - entre Bordeaux et Royan	2 Les Mauvillains O 33820 Saint-Palais France	https://manoirdelasauvageonne.com/	
St-Alban Hotel & Spa	195 Rte de la Piscine 74220 La Clusaz France	https://www.hotelstalban.com/	
Les Cornettes Resort & SPA	Les Cornettes 43 Rte des Frasses 74360 La Chapelle-d'Abondance France	https://www.lescornettes.com/fr/	
Hôtel, Spa, Restaurant La-Croix-Saint-Maurice	29 place de la grenette 74450 Le Grand-Bornand France	http://www.hotel-lacroixstmaurice.com/	
Hotel Sofitel Quiberon Thalassa sea & spa	Bd Louison Bobet 56170 Quiberon France	http://sofitel.accor.com/hotels/0557?merchantid=seo-maps-FR-0557&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=Sofitel-Launch	
Best Western Premier Clos Syrah Hôtel - Restaurant & Spa	72 Bd Pierre Tezier 26000 Valence France	http://clos-syrah.fr/	
Hôtel La villa 10 - HÔTEL SPA	10 Av. de Verdun 76790 Étretat France	http://www.lavilladix.com/	
Logis Hôtel Chai de la Paleine & Spa	10 Pl. Jules Raimbault 49260 Le Puy-Notre-Dame France	https://www.logishotels.com/fr/hotel/-11767?partid=1535	
La petite madeleine- Chambre d'hôtes de charme - Piscine & spa	200 ROUTE DU BOURG 71260 Burgy France	http://www.lapetitemadeleine.net/	
Le 47, Une Pause à la Campagne - Gîtes et Détente - Spa	47 Rue de la Croix 62161 Duisans France	https://www.le47-upac.fr/	
Hôtel Hélios & Spa**** - Île des Embiez	Île des Embiez 83140 Six-Fours-les-Plages France	https://www.iledesembiez.com/dormir/hebergements/hotel-helios/	
Entre Mer et Pinède, chambres d'hôtes de charme à Bandol - Var avec piscine, spa, sauna, salle de sport,	Pour GPS : Montée Cole de Rene Sud en haut prendre la 428 Trav. des Gipières 83150 Bandol France	http://www.entre-mer-et-pinede.fr/	
Helios Suite & Spa	284 Chem. du Pont des Anges 83270 Saint-Cyr-sur-Mer France	https://www.suitehelios.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3036296098534775700	
Keystone Hôtel & Spa	17 Rue Casimir Périer 69002 Lyon France	http://www.hotel-keystone.com/	
Contact Hôtels Le Savigny & Spa	Pl. de Verdun 69460 Blacé France	https://www.lesavigny.com/	
Logis Hôtel le Relais de Brocéliande & Spa	5 Rue des Forges 35380 Paimpont France	https://www.logishotels.com/fr/hotel/-12150?partid=1535	
Le Spatinium - appartement avec jacuzzi privatif	2 a Rue Maurice Creuset 77240 Cesson France	http://www.lespatinium.com/	
Le Moulin Etourneau - Gîtes et logement insolite avec piscines et spa	16 Etourneau 17500 Champagnac France	http://www.le-moulin-etourneau.com/	
La Croisée des Chemins Gîtes - Salle de réunion - Spa, Hammam et Sauna - Piscine Chauffée	260 Rue Albert Reynier 38140 Izeaux France	https://www.lacroiseedeschemins.fr/	
L'atelier de Guytou et Spa	18 Clos Boscabrun 84460 Cheval-Blanc France	http://escapade-en-luberon.com/	
Hôtel du Soleil & SPA	35 Av. Pasteur 13210 Saint-Rémy-de-Provence France	http://www.hotelsoleil.com/	
Hotel b design & spa	1 Chem. de l'ancienne Voie Ferrée 13520 Paradou France	https://www.hotelbdesign.fr/	
L’Olive Sacrée suite romantique spa&sauna Cabannes Provence-Alpes-Côte d'Azur	259 Chem. de L'aubade 13440 Cabannes France	https://www.location-provence-et-montagne.com/fr/chambre/love-room	
Le Mas Romantique, LoveRoom: Spa, Sauna privatif: chambre d'hôtes	Premiere cour 50 Chem. du Pigeonnier 13560 Sénas France	http://www.lemasromantique.fr/	
Les Bories & Spa	Rte de Senanque 84220 Gordes France	https://www.hotellesbories.com/	
Logis Hôtel la Ferme de l'Izoard & Spa	05350 Arvieux France	https://www.logishotels.com/fr/hotel/-3428?partid=1535	
Alta Peyra Hôtel**** & Spa	Quartier La Ville 05350 Saint-Véran France	http://www.altapeyra.com/	
Logis Chalet-Hôtel Alpage et Spa	Village de Sainte Marie 05560 Vars France	https://www.hotel-alpage.com/	
La Clé des Champs : Chambres d'hôtes avec piscine et spa, Gîte, table d'hôte, proche Valence et Vercors, Drôme	400 chemin Beraud quartier Pereyrol 26120 Chabeuil France	https://www.chambresdhotes-valence.fr/	
Hôtel Arles - Le Calendal & SPA	5 Rue Prte de Laure 13200 Arles France	http://www.lecalendal.com/	
Mas Escala Suites & Spa	80 Chem. du Mas d'Amphoux 13118 Istres France	https://www.mas-escala.fr/	
D'Emilion de Sens - Cabanes perchées avec Spa	261 Rte de Rouye 33350 Gardegan-et-Tourtirac France	https://www.demiliondesens.fr/	
Beauté Ngoc Mai - Massages et Head Spa	117 Avenue de St Médard 33320 Eysines France	https://www.beautengocmai.com/	
Le Pavillon M, chambres d'hôtes luxe, piscine & spa, boutique hôtel à Grignan	8 Av. Chapon 26230 Grignan France	http://www.pavillonm.com/	
Boscolo Nice Hôtel & Spa	12 Bd Victor Hugo 06000 Nice France	https://boscolocollection.com/nice/	
Le Mas du Pestrin, hébergements / Nuits insolites / Cousinade en Ardèche. Gîtes, spa, massage bien-être, piscine	2662 route de la fontaulière 07380 Meyras France	http://lemasdupestrin.com/	
Domaine Lou Capitelle & Spa	470 Rue du Pigeonnier 07200 Vogüé France	https://www.loucapitelle.com/	
Ardeche Gite Nature : Gite piscine privative pleine nature, Insolite, Spa, Sauna	300 Chem. de Saint-Cerisse 07200 Vogüé France	https://www.saint-cerice.com/	
Le Mas de Briquepierre - La petite cabane et spa	Briquepierre 31460 Maureville France	http://lemasdebriquepierre.fr/	
ferme-chateau de Cordey & SPA	le bourg Frm de Cordey 14700 Cordey France	https://www.ferme-chateaudecordey.com/	
Domaine de Naturessime Éco Village et Spa	3 Route du Limon 15400 Cheylade France	https://www.cabanesdupuymary.fr/	
Domaine La Salvagie - spa, sauna, piscine, massage	954 Rte de la Salvagie 24590 Paulin France	http://www.domainelasalvagie.fr/	
The Originals City - ARA Hôtel - Appart'hôtels, chambres et studios - Spa, Sauna, Fitness	Parc d'innovation de Mescoat 29800 Landerneau France	http://www.arahotel.fr/	
Hôtel Au Coq Dort Spa	150 Pl. du Champ de Foire 01400 Châtillon-sur-Chalaronne France	https://www.aucoqdort.com/	
Hotel Georges Blanc · Relais & Châteaux 5 étoiles · Parc & Spa	2 Pl. du Marché 01540 Vonnas France	https://www.georgesblanc.com/fr/village-blanc/nos-hotels/hotel-5-etoiles-georges-blanc.html?utm_source=google_mybusiness&utm_medium=hotel_*****	
La Grignotière Lodge & Spa	Sent. des Clos 77580 Crécy-la-Chapelle France	https://www.lagrignotierelodgeandspa.com/	
LE LODGE OCCITAN - hébergement insolite & spa	30 La Dauzinie 81120 Réalmont France	https://lelodgeoccitan.wixsite.com/meuble-de-tourisme-c	
Au Nid Cosy d'Isa **** Gérardmer Spas privatifs, classés n°1	11 Rue des Sources 88400 Gérardmer France	https://nid-cosy.fr/	
Cures Marines Trouville Hotel Thalasso & Spa-MGallery	Bd de la Cahotte 14360 Trouville-sur-Mer France	https://mgallery.accor.com/hotels/8232?merchantid=seo-maps-FR-8232&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=MGallery-Launch	
La Borie du Chevrier Chambres d'Hôtes - Spa	4 impasse des Essarts Rte de Tailladet 24440 Sainte-Croix France	http://www.borie-du-chevrier.com/	
Les Dunes Hôtel Spa	68 Av. Maurice Samson 85360 La Tranche-sur-Mer France	https://hotel-les-dunes.com/	
Sublime Room - Love Room & SPA	5 Rte de la montagne 44220 Couëron France	https://www.sublime-room.fr/	
Gîte Domaine de Villevert piscine sauna spa	6 Villevert 37120 Luzé France	https://roomapartfr.cyou/gtedomaineqap11	
Best Western Plus Le Picardy Hôtel & SPA	6 Rue Dachery 02100 Saint-Quentin France	https://www.lepicardyhotel.com/	
AB Sports, Piscine et Spa	2 Rue de Mondeville 76280 Criquetot-l'Esneval France	https://www.ab-experiences.com/	
SENS ET SPA	128 Rue Jules Domise 59247 Féchain France	http://www.sensetspa.fr/	
Le Chabichou - Hôtel & Spa	90 Rue des Chenus Route des 73120 Courchevel France	http://www.chabichou-courchevel.com/	
Araucaria Hotel & Spa	80 Montee de la Lovatiere 73210 La Plagne Tarentaise France	http://www.araucaria-hotel.com/	
CGH Résidences & Spas - White Pearl Lodge & Spa	231 Rte de Plagne Soleil 73210 La Plagne Tarentaise France	https://www.cgh-residences.com/hiver/residences/white-pearl-lodge-spa-45?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Grandes Alpes Private Hotel & Spa	1 Rue de l'Église 73120 Courchevel France	http://www.grandesalpes.com/	
Hôtel Revellata & Spa	Av. Napoléon 20260 Calvi France	http://www.hotelrevellata.com/	
Les Alizés Résidence & Spa	Lotissement Castellacio 20220 Monticello France	https://www.residence-lesalizes.com/	
Domaine Langmatt Hôtel-Restaurant & SPA	Lieu-dit Langmatt 68530 Murbach France	http://www.domainelangmatt.com/	
La Ferme Du Douanier: Gîte avec spa, sauna Hautes-Vosges, proche Gérardmer, Gîte de groupe Vosges, Grand Est	6 Chem. des Chauds Fours 88310 Ventron France	http://www.lafermedudouanier.com/	
Le Clandestin Suite & Spa	Rue Jean Jaurès 59141 Escaudœuvres France	https://www.le-clandestin-spa.com/	
Ô Saphir Spa	9 Cr Laurette 59220 Denain France	https://stayly.fr/hoteles/o-saphir-spa-maison-n1-denain	
Valdys Resort Saint Jean De Monts - Hôtel, Thalasso & Spa	12 Av. des Pays de Monts 85160 Saint-Jean-de-Monts France	https://www.thalasso.com/destination/saint-jean-de-monts	
Best Western Hôtel De La Cité & Spa	2 Pl. Dolgellau Zac Kerbiniou 44350 Guérande France	http://www.hotel-guerande.com/	
Hôtel Ariane & Spa	50 Bd Clemenceau 50170 Pontorson France	http://www.ariane-mt-st-michel.com/	
Le Mas Candille - Hôtel, Restaurants & Spa	172 Bd Clément Rebuffel 06250 Mougins France	https://www.mascandille.com/?utm_source=google&utm_medium=local&utm_campaign=glocal	
Mas des Arts Spa	96 Chem. de Vaulongue 06480 La Colle-sur-Loup France	https://www.masdesarts.com/	
La Lune de Mougins - Hôtel, Restaurant & Spa	1082 Av. Général de Gaulle 06250 Mougins France	https://www.hotel-lunedemougins.com/	
Disini Hôtel Restaurant & Spa, Montpellier Est, The Originals Relais	1 Rue des Carrières 34160 Castries France	http://www.disini-hotel.com/?utm_campaign=uberall&utm_medium=organic&utm_source=googlelisting	
Le Nid de la Buèges : Gîte séjour romantique avec spa, sauna et hammam, Nuit romantique, Week-end en amoureux, dans l'Hérault	12 rue de la draille Ham. du Méjanel 34380 Pégairolles-de-Buèges France	http://www.leniddelabueges.net/	
Couvent D'Hérépian Hôtel & Spa	2 Rue du Couvent 34600 Hérépian France	https://lecouventherepian.com/	
Instants d'Absolu - Ecolodge de Luxe & Spa	Nostre Le Lac du Pêcher Fons 15300 France	https://www.ecolodge-france.com/	
Le Clos de la Ronzière - chambres d'hôtes et gîte, spas Cantal	La Ronzière Neuve 2 Rue de la Chapelette 15100 Soulages France	https://leclosdelaronziere.fr/	
La Borde en Sologne - Château & Spa	Château de Laborde 41230 Vernou-en-Sologne France	http://www.laborde-sologne.fr/	
Beautiful SPA	34 Rue Général Leclerc 45240 La Ferté-Saint-Aubin France	https://beautifulspa.fr/	
le jardin de vos secrets spa, jacuzzi et sauna	Rue des Paruches 77120 Mouroux France	https://www.lejardindevossecrest.fr/	
Les Gentianettes Hôtel Restaurant & SPA	73 Rte de Chevennes 74360 La Chapelle-d'Abondance France	http://www.gentianettes.fr/?utm_campaign=uberall&utm_source=googlelisting&utm_medium=organic	
Le Chalet Loft Spa	133 Rue des Fleurs 62100 Calais France	https://lechalet-loftspa.fr/	
Domaine des Lumières - Hôtel & Spa	9 Rue de Condé 02110 Aisonville-et-Bernoville France	http://www.domainedeslumieres.com/	
La Bastide Des Rameaux – Boutique Hotel & Spa	667 Chem. des Costes 83830 Callas France	https://labastidedesrameaux.com/	
Château Pimo Hôtel, Spa, Séminaires, Mariages	767 Chem. de la Garrigue 83300 Draguignan France	http://www.chateaupimo.fr/	
Hôtel Le Roi Théodore & SPA	Av. de Bastia 20137 Porto-Vecchio France	https://www.roitheodore.com/	
Casa C Hôtel & Spa, Corse	59 Av. Napoléon III 20110 Propriano France	https://hotelcasa-c.com/fr/?utm_source=mybusiness&utm_medium=organic&utm_id=mybusinessorganic	
Absolu Spa	Lieu dit campiccioli 20137 Porto-Vecchio France	https://absoluspaporto-vecchio.com/	
Villa Camille Hotel & Spa	11 Av. Pierre Fabre 66650 Banyuls-sur-Mer France	https://www.hotelvillacamille.com/	
Domaine De Falgos - Resort, Golf & Spa	Golf Resort & Spa Le Domaine de Falgos 66260 Saint-Laurent-de-Cerdans France	https://www.falgos.com/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness	
Maison Nova, Boutique Hôtel & Spa	33 Rte du Pla de las Fourques 66190 Collioure France	https://maisonnova-collioure.com/?utm_source=google&utm_medium=organic&utm_campaign=fiche	
Mas des Colombes - Chambres d'hôtes de charme B&B & SPA	17 Chem. de reynes 66400 Oms France	https://www.mas-des-colombes.com/	
Hôtel Madeloc & Spa	24 Rue Romain Rolland 66190 Collioure France	http://www.madeloc.com/	
Via Doma Eco Resort Insolite & SPA	2158 Rte de Saint-Etienne 82350 Albias France	http://www.viadoma.fr/	
Les Gites du Port Canal Maison d'hôtes Spas	325 Rue des Oules 82000 Montauban France	https://www.booking.com/hotel/fr/les-logis-du-port-suites-amp-spa-port-canal-montauban.fr.html?aid=356980&label=gog235jc-10CAsoTUI1bGVzLWxvZ2lzLWR1LXBvcnQtc3VpdGVzLWFtcC1zcGEtcG9ydC1jYW5hbC1tb250YXViYW5IDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asmx6tAGwAIB0gIkNDNiYWE4ZmYtOTVkOC00OGJkLWE5MjctZWUwZjQ4YjU1YjQx2AIB4AIB&sid=d7b1d1acb9667b7726118fd3a1e69ddb&dest_id=-1452421&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A,A&sb_price_type=total&sr_order=popularity&srepoch=1780127957&srpvid=01ee3825080c02bb&type=total&ucfs=1&	
LP BEAUTY Massage & Head Spa	28 Rue Barette 27210 Fiquefleur-Équainville France	https://www.planity.com/lp-beauty-massage-head-spa-27210-fiquefleur-equainville	
Rev'aubois : Love Room, Chambre d'hôtes, avec spa, nuit insolite, week-end romantique, proche Brive-la-Gaillarde en Corrèze	144 Rte de Coux 19600 Larche France	http://www.reveaubois.fr/	
Nature et Spa	19 Rue de Bourbach le Bas 68290 Lauw France	http://www.nature-et-spa.com/	
L'évasion Hair Spa	11 Rue Hildevert Lefèvre 51170 Fismes France		
Château L'Hospitalet Wine Resort Beach & Spa	DOMAINE DE L HOSPITALET D168 11100 Narbonne France	https://www.chateau-hospitalet.com/	
Hôtel Le Phoebus Garden & Spa	26 Bd de Planasse 11430 Gruissan France	http://www.hotels-gruissan.com/	
Domaine les 2 Mondes - Lodges & Spa	Rue des Fontaines 63970 Aydat France	https://www.domaineles2mondes.fr/	
Harmonie Spa	2 Bd de Sévigné 21000 Dijon France	https://www.spa-privatif.fr/les-appartements/appartement-harmonie-spa/	
S et H Jura Spa	427 Rte de la Chaux-en-Bresse 39230 Francheville France		
Le Parc - Hôtel & Spa	1 Rue Auguste Davallet 38580 Allevard France	https://www.allevard-les-bains.com/offres/le-parc-hotel-spa-allevard-fr-6293045/	
Les Bulles de Savoie - Boutique Hôtel Charme & Spa	214 Rue du Château 73170 Billième France	https://www.lesbullesdesavoie.com/	
Les Cèdres , Hôtel - Restaurants - Spa	698 Chem. des Prés Plans 73530 Saint-Sorlin-d'Arves France	https://lescedres-lessybelles.com/	
Villa Calma - Maison d'hôtes & Spa	630 Rte de l'Alambic 38260 Mottier France	https://www.villacalma-isere.com/	
Exotic spa	65 Av. du Maréchal Lyautey 78300 Poissy France	https://www.booking.com/hotel/fr/exotic-spa.fr.html?label=gen173bo-1DCAsoTUIKZXhvdGljLXNwYUgzWANoTYgBApgBDbgBGMgBDdgBA-gBAYgCAZgCBqgCBLgC86SyqQbAAgHSAiRmODg1MGFmYi0yOWY4LTRkODYtODBlZS0zMThlZTFkNjMwMzjYAgTgAgE&sid=966c85e58e2b93af73277c2bef67f126&room1=A%2CA;sb_price_type=total;type=total&	
